uniprot_kb,symbol,synonyms,full_name
,XT444383,,
,XT458554,,
,XT469835,,
B8A6G0,Q7SYA9,capn1a,capn1|zgc:63788,calpain 1, (mu/I) large subunit a
A0A0R4IG81,A5PMP1,capn1b,si:ch211-203k12.4|si:dkeyp-101g1.3,calpain 1, (mu/I) large subunit b
Q504F5,capn2b,im:6908877|zgc:109906,calpain 2, (m/II) large subunit b
Q561U0,capn2l,CH73-80N6.1|wu:fb09d04|wu:fb26a06 gene|xx:hac23b03|zgc:112420,calpain 2, (m/II) large subunit, like
Q66HU4,capn3a,capn3|zgc:92687,calpain 3a, (p94)
E9QE31,capn3b,si:dkey-12h9.9,calpain 3b
Q6DG44,capn9,cb545|wu:fb77d06|zgc:92451,calpain 9
,si:ch211-202f3.3,capn1|im:7154842,si:ch211-202f3.3
E9QFN0,si:dkeyp-50d11.2,capn1,si:dkeyp-50d11.2
Q6DFZ8,zgc:92480,,zgc:92480
,AAF36080.1,,
,AAM15551.1,,
,AAV58887.1,,
Q17E34,AaeL_AAEL003952,,
Q17E35,AaeL_AAEL003965,,
A0NGM4,AgaP_AGAP012068,AgaP_ENSANGG00000027952,
,BF129583,,
,BF274511,,
,CA151195,,
,CA167979,,
,CA174522,,
B2RDI5,B4DWH5,P07384,CAPN1,CANP|CANP1|CANPL1|muCANP|muCL,calpain 1
,CAPN1,,
Q27970,CAPN1,CANP 1|CANP1,
Q9HC96,CAPN10,CANP10|NIDDM1,calpain 10
,CAPN10,,
,CAPN10,,
,CAPN10,,
,CAPN10,,
P00789,CAPN11,CANP|mu/m-CAPN|mu/mCAPN,calpain 11
,CAPN11,,
,CAPN11,,
,CAPN11,,
Q6ZSI9,CAPN12,,calpain 12
F7D8R2,CAPN12,,
F1N121,CAPN12,,
Q92178,CAPN2,,calpain 2, (m/II) large subunit
B4DN77,P17655,Q59EF6,CAPN2,CANP2|CANPL2|CANPml|mCANP,calpain 2
F6ZEJ6,CAPN2,,
Q27971,CAPN2,,
F1NJ45,CAPN3,p94,calpain 3, (p94)
A0A0S2Z3E1,P20807,CAPN3,CANP3|CANPL3|LGMD2|LGMD2A|nCL-1|p94,calpain 3
F7G8S2,CAPN3,,
P51186,CAPN3,SKM-CALP,
E1C292,CAPN5,,calpain 5
O15484,CAPN5,ADNIV|HTRA3|VRNI|nCL-3,calpain 5
F7A288,CAPN5,,
F1MQD1,CAPN5,,
M3WKQ6,CAPN5,,
E1C312,CAPN6,,calpain 6
,CAPN8,,
A2VDQ9,CAPN8,,
E1C6M3,CAPN9,,calpain 9
B4DNR4,E7ESS6,O14815,Q6PIV8,CAPN9,GC36|nCL-4,calpain 9
,CAPN9,,
G1SDE0,CAPN9,,
,CI214759,,
A0A0B4LG26,A8DYJ3,Q11002,CalpA,CG18152|CG7563|DmelCG7563|EST C|calpA,Calpain-A
M9NE73,Q9VT65,CalpB,CALPB|CG8107|DmelCG8107|calpB,Calpain-B
O35350,Q3TB79,Q3TI07,Q3UF24,Capn1,Capa-1|Capa1|mu-calpin,calpain 1
F1LS29,P97571,Capn1,,calpain 1
Q9ESK3,Capn10,AW049679|Capn8|mKIAA1845,calpain 10
E9QL26,Q9ER56,Capn12,CANP 12,calpain 12
D3ZJZ8,Capn12,,calpain 12
O08529,Capn2,AI326419|Capa-2|Capa2|m-calpain|m-calpin,calpain 2
Q07009,Capn2,,calpain 2
A4QPE6,Q0VGP9,Q64691,Capn3,AI323605|Capa-3|Capa3|Lp82|p94,calpain 3
A0A0G2K9P9,O70482,P16259,Capn3,Lp82|Lp84|Lp85|p94,calpain 3
O08688,Q3TPL4,Q3UTF3,Capn5,nCL-3,calpain 5
G3V7U6,Capn5,Htra3,calpain 5
A0A0R4J0K6,Q91VA3,Capn8,nCL-2|nCL-2',calpain 8
Q9D805,Capn9,2200003B16Rik|GC36|nCL-4|nCL4,calpain 9
O35920,Capn9,Ncl-4,calpain 9
,ENSAPMP00000006502,,
,ENSAPMP00000022799,,
,ENSAPMP00000023049,,
,ENSAPMP00000027625,,
,ENSAPMP00000030317,,
,ENSAPMP00000033142,,
,ENSAPMP00000034581,,
,ENSAPMP00000035920,,
,ENSBTAP00000011680,,
,ENSBTAP00000013509,,
,ENSCPOP00000003578,,
,ENSCPOP00000003875,,
,ENSCPOP00000010595,,
,ENSCPOP00000011250,,
,ENSDARP00000013018,,
,ENSDARP00000028094,,
,ENSDARP00000095872,,
,ENSEEUP00000009067,,
,ENSFCAP00000001335,,
,ENSFCAP00000009051,,
,ENSGACP00000006306,,
,ENSGACP00000006349,,
,ENSGACP00000006352,,
,ENSGACP00000006374,,
,ENSGACP00000006565,,
,ENSGACP00000006572,,
,ENSGACP00000006578,,
,ENSGACP00000006936,,
,ENSGACP00000006949,,
,ENSGACP00000006956,,
,ENSGACP00000012988,,
,ENSGACP00000012994,,
,ENSGACP00000017561,,
,ENSGACP00000019924,,
,ENSGACP00000025130,,
,ENSGACP00000026120,,
,ENSGACP00000026123,,
,ENSGACP00000026126,,
,ENSGACP00000026345,,
,ENSGACP00000026396,,
,ENSGACP00000026402,,
,ENSGACP00000026409,,
,ENSGACP00000026411,,
,ENSGACP00000027377,,
,ENSGACP00000027485,,
,ENSGALP00000013512,,
,ENSGALP00000014720,,
,ENSGALP00000015225,,
,ENSGALP00000015272,,
,ENSGALP00000039144,,
,ENSLAFP00000011923,,
,ENSMICP00000007847,,
,ENSMICP00000011884,,
,ENSMICP00000011894,,
,ENSMICP00000012703,,
,ENSMLUP00000003222,,
,ENSMMUP00000002049,,
,ENSMMUP00000002050,,
,ENSMMUP00000008472,,
,ENSMMUP00000014584,,
,ENSMMUP00000016912,,
,ENSMMUP00000017716,,
,ENSMMUP00000020510,,
,ENSMMUP00000020511,,
,ENSMMUP00000020513,,
,ENSMMUP00000020516,,
,ENSMMUP00000020518,,
,ENSMMUP00000023904,,
,ENSMMUP00000023905,,
,ENSMODP00000006269,,
,ENSMODP00000022330,,
,ENSMODP00000031662,,
,ENSMODP00000031664,,
,ENSMODP00000031665,,
,ENSMODP00000031668,,
,ENSMODP00000033340,,
,ENSMODP00000033341,,
,ENSMODP00000033344,,
,ENSMODP00000033347,,
,ENSMODP00000033348,,
,ENSMODP00000033350,,
,ENSMODP00000033353,,
,ENSMODP00000033355,,
,ENSMODP00000034788,,
,ENSMODP00000034790,,
,ENSMODP00000035211,,
,ENSMODP00000035232,,
,ENSMUSP00000075899,,
,ENSMUSP00000087482,,
,ENSMUSP00000106344,,
,ENSMUSP00000106347,,
,ENSOANP00000002295,,
,ENSOANP00000002296,,
,ENSOANP00000002306,,
,ENSOANP00000002307,,
,ENSOANP00000019367,,
,ENSOANP00000019500,,
,ENSOANP00000019501,,
,ENSOANP00000021667,,
,ENSOANP00000021668,,
,ENSOPRP00000005698,,
,ENSOPRP00000006476,,
,ENSOPRP00000015131,,
,ENSOPRP00000015556,,
,ENSOPRP00000015695,,
,ENSORLP00000002597,,
,ENSORLP00000008849,,
,ENSORLP00000010389,,
,ENSORLP00000014711,,
,ENSORLP00000014855,,
,ENSORLP00000015525,,
,ENSORLP00000018771,,
,ENSORLP00000019680,,
,ENSORLP00000022710,,
,ENSORLP00000024513,,
,ENSORLP00000025870,,
,ENSP00000338950,,
,ENSP00000348667,,
,ENSP00000349556,,
,ENSP00000354087,,
,ENSP00000355834,,
,ENSP00000375842,,
,ENSP00000375843,,
,ENSP00000380350,,
,ENSRNOP00000004727,,
,ENSRNOP00000011769,,
,ENSRNOP00000037477,,
,ENSRNOP00000044413,,
,ENSTBEP00000012581,,
,ENSTBEP00000015406,,
,HR157317,,
,LG124076,,
G1P2S4,LOC102442724,CAPN10|GPR35,
,NV243450,,
,TR561544,,
,TR604501,,
,TR612664,,
,TR612673,,
,TR713925,,
,TR732941,,
,TR740829,,
,TR741833,,
,TR753710,,
,TR753828,,
,XT152253,,
,XT153944,,
,XT273728,,
,XT282958,,
,XT360617,,
,XT383033,,
,XT383076,,
,XT469835,,
A0A0R4IG81,A5PMP1,capn1b,si:ch211-203k12.4|si:dkeyp-101g1.3,calpain 1, (mu/I) large subunit b
Q504F5,capn2b,im:6908877|zgc:109906,calpain 2, (m/II) large subunit b
Q561U0,capn2l,CH73-80N6.1|wu:fb09d04|wu:fb26a06 gene|xx:hac23b03|zgc:112420,calpain 2, (m/II) large subunit, like
Q66HU4,capn3a,capn3|zgc:92687,calpain 3a, (p94)
E9QE31,capn3b,si:dkey-12h9.9,calpain 3b
Q6DG44,capn9,cb545|wu:fb77d06|zgc:92451,calpain 9
E9QFN0,si:dkeyp-50d11.2,capn1,si:dkeyp-50d11.2
Q6DFZ8,zgc:92480,,zgc:92480
Q17M79,AaeL_AAEL001144,,
Q7QC83,AgaP_AGAP002498,AgaP_ENSANGG00000019453|ENSANGG00000019453,
,BAF12991.1,,
,BAF16314.1,,
,BF254577,,
,BF261991,,
,BF268910,,
,Bmb016950,,
,CA183936,,
,CA91738,,
,CI294527,,
,CI376320,,
,ENSAPMP00000013603,,
,ENSCPOP00000001448,,
,ENSCPOP00000005723,,
,ENSDNOP00000006089,,
,ENSEEUP00000008932,,
,ENSETEP00000006820,,
,ENSETEP00000009330,,
,ENSGACP00000007118,,
,ENSGACP00000013524,,
,ENSGACP00000020257,,
,ENSGALP00000021297,,
,ENSLAFP00000008647,,
,ENSMICP00000000204,,
,ENSMICP00000000703,,
,ENSMMUP00000019057,,
,ENSMMUP00000019058,,
,ENSMMUP00000020746,,
,ENSMODP00000022359,,
,ENSMODP00000022361,,
,ENSOANP00000016347,,
,ENSOANP00000016350,,
,ENSOANP00000016758,,
,ENSOPRP00000002040,,
,ENSOPRP00000003547,,
,ENSORLP00000005773,,
,ENSORLP00000022674,,
,ENSP00000258449,,
,ENSRNOP00000010718,,
,ENSSARP00000011923,,
,ENSSTOP00000007957,,
,ENSSTOP00000012874,,
,HR165201,,
,LG135703,,
,LG200189,,
,NV184615,,
,NV235773,,
,PPA181900,,
,PTA711924,,
,PTA836608,,
,TGFBRAP1,,transforming growth factor beta receptor associated protein 1
Q8WUH2,TGFBRAP1,TRAP-1|TRAP1|VPS3,transforming growth factor beta receptor associated protein 1
F7B9S5,TGFBRAP1,,
G1PMR8,TGFBRAP1,,
A7MB11,TGFBRAP1,TRAP-1|TRAP1,
M3WBL8,TGFBRAP1,,
G1T8K8,TGFBRAP1,,
H0WVY2,TGFBRAP1,,
,TR613104,,
,TR618761,,
Q3UR70,Tgfbrap1,3110018K12Rik|AU024090|AU042859|AW742551|Trap1,transforming growth factor, beta receptor associated protein 1
A0A0G2JV19,D3ZXT8,Tgfbrap1,,transforming growth factor, beta receptor associated protein 1
Q5ZJD4,VPS39,,VPS39, HOPS complex subunit
A0A024R9L9,Q96JC1,VPS39,TLP|VAM6|hVam6p,VPS39, HOPS complex subunit
,VPS39,,
,VPS39,,
E1BM41,VPS39,,
,VPS39,,
M3WB76,VPS39,,
G1T0R4,VPS39,,
,VPS39,,
Q9VEA2,Vps39,CG7146|DmelCG7146|dVps39|vps39,Vacuolar protein sorting 39
Q3USV9,Q5KU38,Q8R5L3,Vps39,A230065P22Rik|AW743070|Vam6|Vam6P|mVam6,VPS39 HOPS complex subunit
A0A0G2KA50,E9PT04,Vps39,,VPS39 HOPS complex subunit
,XT314894,,
,XT459907,,
A4IG72,tgfbrap1,zgc:162302,transforming growth factor, beta receptor associated protein 1
O13955,vam6,vps39,
A8JJR1,Q1ZXS5,Q9XUQ4,vps-39,,
,BF175074,,
,CA93016,,
,CI262384,,
,ENSAPMP00000004771,,
,ENSCPOP00000000777,,
,ENSEEUP00000012184,,
,ENSETEP00000012577,,
,ENSFCAP00000011479,,
,ENSLAFP00000007775,,
,ENSMICP00000006861,,
,ENSMLUP00000003901,,
,ENSMMUP00000035809,,
,ENSOCUP00000008540,,
,ENSOPRP00000002702,,
,ENSORLP00000017142,,
,ENSRNOP00000000427,,
,ENSRNOP00000054639,,
,ENSSARP00000005057,,
,ENSTBEP00000015448,,
,HR66888,,
,LG108079,,
,NV136467,,
Q68BG0,SIRT1,SIR2,sirtuin 1
A0A024QZQ1,A8K128,B0QZ35,E9PC49,Q96EB6,SIRT1,SIR2|SIR2L1|SIR2alpha,sirtuin 1
,SIRT1,,
,SIRT1,,
H0X7B5,SIRT1,,
Q9VK34,Sirt1,BEST:LD38188|CG5216|D.mel1|DSir2|DmelCG5216|SIR2|Sir2|Sir2L|dSIR2|dSir2|dmSRT406|dsir2|l(2)05326|sir2,Sirtuin 1
Q3UNI1,Q3USJ2,Q3USY7,Q53Z05,Q923E4,Sirt1,AA673258|SIR2L1|Sir2|Sir2a|Sir2alpha,sirtuin 1
,TR620779,,
,XT353997,,
E7F8W3,sirt1,im:7148963,sirtuin 1
,AAEL005472-PB,,
Q17E34,AaeL_AAEL003952,,
Q17E35,AaeL_AAEL003965,,
Q179Z0,Q179Z1,AaeL_AAEL005472,,
Q7QGN5,AgaP_AGAP010834,AgaP_ENSANGG00000015775|ENSANGG00000015775,
A0NGM4,AgaP_AGAP012068,AgaP_ENSANGG00000027952,
,BF122588,,
,BF129583,,
,BF220046,,
,CA151195,,
,CA174522,,
,CA220858,,
B2RDI5,B4DWH5,P07384,CAPN1,CANP|CANP1|CANPL1|muCANP|muCL,calpain 1
,CAPN1,,
Q27970,CAPN1,CANP 1|CANP1,
Q9HC96,CAPN10,CANP10|NIDDM1,calpain 10
,CAPN10,,
,CAPN10,,
P00789,CAPN11,CANP|mu/m-CAPN|mu/mCAPN,calpain 11
,CAPN11,,
,CAPN11,,
Q92178,CAPN2,,calpain 2, (m/II) large subunit
B4DN77,P17655,Q59EF6,CAPN2,CANP2|CANPL2|CANPml|mCANP,calpain 2
F6ZEJ6,CAPN2,,
Q27971,CAPN2,,
F1NJ45,CAPN3,p94,calpain 3, (p94)
A0A0S2Z3E1,P20807,CAPN3,CANP3|CANPL3|LGMD2|LGMD2A|nCL-1|p94,calpain 3
F7G8S2,CAPN3,,
P51186,CAPN3,SKM-CALP,
E1C292,CAPN5,,calpain 5
O15484,CAPN5,ADNIV|HTRA3|VRNI|nCL-3,calpain 5
F7A288,CAPN5,,
F1MQD1,CAPN5,,
M3WKQ6,CAPN5,,
E1C312,CAPN6,,calpain 6
,CAPN6,,
G1P5T0,CAPN6,,
,CAPN7,,calpain 7
Q7Z479,Q9Y6W3,CAPN7,CALPAIN7|PALBH,calpain 7
F7ERL1,CAPN7,,
,CAPN7,,
,CAPN7,,
,CAPN7,,
G1SSR4,CAPN7,,
,CAPN7,,
,CAPN8,,
A2VDQ9,CAPN8,,
E1C6M3,CAPN9,,calpain 9
B4DNR4,E7ESS6,O14815,Q6PIV8,CAPN9,GC36|nCL-4,calpain 9
,CAPN9,,
G1SDE0,CAPN9,,
,CI214759,,
A0A0B4LG26,A8DYJ3,Q11002,CalpA,CG18152|CG7563|DmelCG7563|EST C|calpA,Calpain-A
M9NE73,Q9VT65,CalpB,CALPB|CG8107|DmelCG8107|calpB,Calpain-B
O35350,Q3TB79,Q3TI07,Q3UF24,Capn1,Capa-1|Capa1|mu-calpin,calpain 1
F1LS29,P97571,Capn1,,calpain 1
Q9ESK3,Capn10,AW049679|Capn8|mKIAA1845,calpain 10
O08529,Capn2,AI326419|Capa-2|Capa2|m-calpain|m-calpin,calpain 2
Q07009,Capn2,,calpain 2
A4QPE6,Q0VGP9,Q64691,Capn3,AI323605|Capa-3|Capa3|Lp82|p94,calpain 3
A0A0G2K9P9,O70482,P16259,Capn3,Lp82|Lp84|Lp85|p94,calpain 3
O08688,Q3TPL4,Q3UTF3,Capn5,nCL-3,calpain 5
G3V7U6,Capn5,Htra3,calpain 5
Q9R1S8,Capn7,AU022319|PalBH,calpain 7
Q499T5,Capn7,,calpain 7
A0A0R4J0K6,Q91VA3,Capn8,nCL-2|nCL-2',calpain 8
Q9D805,Capn9,2200003B16Rik|GC36|nCL-4|nCL4,calpain 9
O35920,Capn9,Ncl-4,calpain 9
,ENSAPMP00000006502,,
,ENSAPMP00000022799,,
,ENSAPMP00000023049,,
,ENSAPMP00000027625,,
,ENSAPMP00000030317,,
,ENSAPMP00000033142,,
,ENSAPMP00000034581,,
,ENSAPMP00000035920,,
,ENSBTAP00000011680,,
,ENSBTAP00000013509,,
,ENSCPOP00000003578,,
,ENSCPOP00000003875,,
,ENSCPOP00000010595,,
,ENSCPOP00000011250,,
,ENSCPOP00000014051,,
,ENSDARP00000013018,,
,ENSDARP00000028094,,
,ENSDARP00000043111,,
,ENSDARP00000095872,,
,ENSEEUP00000004623,,
,ENSEEUP00000009067,,
,ENSETEP00000001611,,
,ENSFCAP00000001335,,
,ENSGACP00000002238,,
,ENSGACP00000006306,,
,ENSGACP00000006349,,
,ENSGACP00000006352,,
,ENSGACP00000006374,,
,ENSGACP00000006565,,
,ENSGACP00000006572,,
,ENSGACP00000006578,,
,ENSGACP00000006936,,
,ENSGACP00000006949,,
,ENSGACP00000006956,,
,ENSGACP00000012988,,
,ENSGACP00000012994,,
,ENSGACP00000017561,,
,ENSGACP00000019924,,
,ENSGACP00000025130,,
,ENSGACP00000026120,,
,ENSGACP00000026123,,
,ENSGACP00000026126,,
,ENSGACP00000026345,,
,ENSGACP00000026396,,
,ENSGACP00000026402,,
,ENSGACP00000026409,,
,ENSGACP00000026411,,
,ENSGACP00000027377,,
,ENSGACP00000027485,,
,ENSGALP00000013512,,
,ENSGALP00000014720,,
,ENSGALP00000015225,,
,ENSGALP00000015272,,
,ENSGALP00000039144,,
,ENSLAFP00000008417,,
,ENSMICP00000007847,,
,ENSMICP00000009966,,
,ENSMICP00000011884,,
,ENSMICP00000012703,,
,ENSMMUP00000002049,,
,ENSMMUP00000002050,,
,ENSMMUP00000007740,,
,ENSMMUP00000008757,,
,ENSMMUP00000014584,,
,ENSMMUP00000017716,,
,ENSMMUP00000020510,,
,ENSMMUP00000020518,,
,ENSMMUP00000023904,,
,ENSMMUP00000023905,,
,ENSMODP00000006269,,
,ENSMODP00000033340,,
,ENSMODP00000033341,,
,ENSMODP00000033344,,
,ENSMODP00000033347,,
,ENSMODP00000034788,,
,ENSMODP00000034790,,
,ENSMODP00000035204,,
,ENSMODP00000035211,,
,ENSMODP00000035232,,
,ENSMUSP00000075899,,
,ENSMUSP00000087482,,
,ENSMUSP00000106344,,
,ENSMUSP00000106347,,
,ENSOANP00000002295,,
,ENSOANP00000002296,,
,ENSOANP00000002306,,
,ENSOANP00000002307,,
,ENSOANP00000003809,,
,ENSOANP00000003810,,
,ENSOANP00000010786,,
,ENSOANP00000021667,,
,ENSOANP00000021668,,
,ENSOPRP00000005889,,
,ENSOPRP00000006476,,
,ENSOPRP00000015131,,
,ENSOPRP00000015556,,
,ENSOPRP00000015695,,
,ENSORLP00000002597,,
,ENSORLP00000014711,,
,ENSORLP00000014855,,
,ENSORLP00000015525,,
,ENSORLP00000018771,,
,ENSORLP00000019455,,
,ENSORLP00000019680,,
,ENSORLP00000024513,,
,ENSP00000348667,,
,ENSP00000354087,,
,ENSP00000355834,,
,ENSP00000380350,,
,ENSRNOP00000004727,,
,ENSRNOP00000011769,,
,ENSRNOP00000037477,,
,ENSRNOP00000044413,,
,ENSSARP00000010553,,
,ENSSTOP00000013401,,
,ENSTBEP00000012581,,
,HR106710,,
,HR190937,,
,LG124076,,
,LG138889,,
,LG205978,,
G1P2S4,LOC102442724,CAPN10|GPR35,
,NV161976,,
,TR561544,,
,TR562914,,
,TR571023,,
,TR586340,,
,TR612664,,
,TR612673,,
,TR713925,,
,TR740829,,
,TR741833,,
,TR753710,,
,TR753828,,
,XT152253,,
,XT153944,,
,XT273728,,
,XT282958,,
,XT360617,,
,XT383033,,
,XT383076,,
,XT413133,,
,XT469835,,
A0A0R4IG81,A5PMP1,capn1b,si:ch211-203k12.4|si:dkeyp-101g1.3,calpain 1, (mu/I) large subunit b
Q504F5,capn2b,im:6908877|zgc:109906,calpain 2, (m/II) large subunit b
Q561U0,capn2l,CH73-80N6.1|wu:fb09d04|wu:fb26a06 gene|xx:hac23b03|zgc:112420,calpain 2, (m/II) large subunit, like
Q66HU4,capn3a,capn3|zgc:92687,calpain 3a, (p94)
E9QE31,capn3b,si:dkey-12h9.9,calpain 3b
Q6DG44,capn9,cb545|wu:fb77d06|zgc:92451,calpain 9
Q22143,clp-2,,
E9QFN0,si:dkeyp-50d11.2,capn1,si:dkeyp-50d11.2
Q6DFZ8,zgc:92480,,zgc:92480
,ENSDARP00000073451,,
,ENSGACP00000016635,,
,ENSLAFP00000007540,,
,ENSMICP00000011433,,
,ENSMMUP00000012534,,
,ENSORLP00000006432,,
,ENSRNOP00000027040,,
,ENSSARP00000009774,,
A0A024R7P2,B2R8G6,Q14318,FKBP8,FKBP38|FKBPr38,FK506 binding protein 8
F7DBK8,FKBP8,,
F1N2P6,FKBP8,,
,FKBP8,,
,FKBP8,,
O35465,Fkbp8,38kDa|FKBP-38|FKBP-8|Fkbp38,FK506 binding protein 8
,TR583332,,
,XT182539,,
Q6P3J6,fkbp8,zgc:77672,FK506 binding protein 8
,AAA81388.3,,
,ABO16455.1,,
Q17M21,AaeL_AAEL001157,,
Q7PVV4,AgaP_AGAP009174,AgaP_ENSANGG00000014300|ENSANGG00000014300,
,BAF14127.1,,
,BF125598,,
,BF126188,,
,Bmb000700,,
,CA174173,,
,CAB76026.1,,
,CG18028-PB,,
,CI226211,,
,CI253556,,
,ENSCPOP00000005539,,
,ENSDNOP00000005198,,
,ENSEEUP00000003626,,
,ENSETEP00000004455,,
,ENSGACP00000005822,,
,ENSGACP00000005828,,
,ENSGALP00000036654,,
,ENSLAFP00000013414,,
,ENSMICP00000004596,,
,ENSMMUP00000013130,,
,ENSMMUP00000013131,,
,ENSMODP00000015795,,
,ENSOANP00000008615,,
,ENSOANP00000008616,,
,ENSOPRP00000014207,,
,ENSORLP00000014602,,
,ENSORLP00000014604,,
,ENSRNOP00000017640,,
,ENSSARP00000006863,,
,ENSTBEP00000005331,,
,HR105502,,
,LG126722,,
,NV184544,,
,PTA181203,,
,PTA833340,,
,TR583636,,
Q583Q7,Tb927.6.2770,Tb06.5F5.270,
Q5ZL70,VPS41,,VPS41, HOPS complex subunit
P49754,VPS41,HVPS41|HVSP41|hVps41p,VPS41, HOPS complex subunit
,VPS41,,
,VPS41,,
P38959,VPS41,CVT8|FET2|SVL2|VAM2|VPL20,
A3KN15,VPS41,,
G1SDT9,VPS41,,
,VPS41,,
Q5KU39,Vps41,AI317346|Vam2|mVam2,VPS41 HOPS complex subunit
,Vps41,,
,XT449903,,
Q7PL76,Q8MT46,lt,CG18028|Dm-lt(het)|DmelCG18028|Lt|Vps41|l(2)40Fb|vps41,light
E7F590,vps41,fa01f11|si:ch211-146l10.2|wu:fa01f11,vacuolar protein sorting 41 homolog (S. cerevisiae)
,BF279796,,
Q98SS6,EIF2AK1,,eukaryotic translation initiation factor 2 alpha kinase 1
A0A024QZU1,Q9BQI3,EIF2AK1,HCR|HRI,eukaryotic translation initiation factor 2 alpha kinase 1
F7G5W1,EIF2AK1,,
,EIF2AK1,,
Q2T9V3,EIF2AK1,,
,EIF2AK1,,
H0WHY2,EIF2AK1,,
,ENSCPOP00000013389,,
,ENSETEP00000008242,,
,ENSFCAP00000007850,,
,ENSGACP00000012546,,
,ENSGALP00000040311,,
,ENSLAFP00000010615,,
,ENSMICP00000011698,,
,ENSMMUP00000035507,,
,ENSOANP00000004447,,
,ENSOANP00000004448,,
,ENSOPRP00000009661,,
,ENSORLP00000004354,,
,ENSTBEP00000002377,,
Q9Z2R9,Eif2ak1,HCR|Hri,eukaryotic translation initiation factor 2 alpha kinase 1
Q63185,Eif2ak1,Hri,eukaryotic translation initiation factor 2 alpha kinase 1
,Eif2ak1,,
,TR608445,,
,XT207557,,
Q08BM5,eif2ak1,wu:fj97h09|zgc:153232,eukaryotic translation initiation factor 2-alpha kinase 1
,AAK32946.3,,
Q17H02,AaeL_AAEL002852,,
Q16JI7,AaeL_AAEL013319,,
,BAF26764.1,,
,BF102460,,
,BF114554,,
,BF238708,,
,BF240911,,
,BF280116,,
,BF78531,,
,Bmb008320,,
,CA161182,,
,CA225045,,
,CI203725,,
,CI272025,,
,Chro.70554,,
,ENSAPMP00000013241,,
,ENSAPMP00000014281,,
,ENSAPMP00000019617,,
,ENSCPOP00000002354,,
,ENSCPOP00000004303,,
,ENSEEUP00000008859,,
,ENSFCAP00000009630,,
,ENSGACP00000002600,,
,ENSGACP00000002602,,
,ENSGACP00000014463,,
,ENSGACP00000014467,,
,ENSGACP00000016629,,
,ENSMICP00000000417,,
,ENSMMUP00000001248,,
,ENSMMUP00000001249,,
,ENSMMUP00000004701,,
,ENSMMUP00000006775,,
,ENSMMUP00000026127,,
,ENSMODP00000000155,,
,ENSMODP00000037731,,
,ENSOANP00000010676,,
,ENSOANP00000010678,,
,ENSOANP00000022166,,
,ENSOPRP00000009993,,
,ENSOPRP00000013274,,
,ENSORLP00000013616,,
,ENSORLP00000014792,,
,ENSORLP00000022152,,
,ENSRNOP00000039595,,
,ENSSTOP00000013240,,
,HR71294,,
,LG110627,,
,LG125808,,
,LOC101439253,,
,NV161077,,
,NV235854,,
,PPA104480,,
,PPA120802,,
,PPA193001,,
,PPA211123,,
,PPA235218,,
,PPP2R3A,,protein phosphatase 2, regulatory subunit B'', alpha
Q06190,PPP2R3A,PPP2R3|PR130|PR72,protein phosphatase 2 regulatory subunit B'', alpha
F7AG35,PPP2R3A,,
G1PLP5,PPP2R3A,,
A6QNV9,E1BIU6,PPP2R3A,,
U3KPE5,PPP2R3A,,
E1BWQ8,PPP2R3B,,protein phosphatase 2, regulatory subunit B'', beta
F6YB10,PPP2R3B,,
,PPP2R3B,,
F1N899,PPP2R3C,C14orf10|G4-1|G5pr,protein phosphatase 2 regulatory subunit B'', gamma
Q969Q6,PPP2R3C,C14orf10|G4-1|G5pr,protein phosphatase 2 regulatory subunit B'', gamma
F7GKQ5,PPP2R3C,,
Q5E9G1,PPP2R3C,C14orf10,
,PPP2R3C,,
G1SPL9,PPP2R3C,,
H0WYL2,PPP2R3C,,
,PTA573723,,
,PTA806905,,
,PTA818733,,
,PTA830067,,
B2RXC8,G3X9E8,Q3V1Y6,Q8BXX8,Ppp2r3a,3222402P14Rik|A730042E07,protein phosphatase 2, regulatory subunit B'', alpha
D3ZLD7,Q5PQN8,Ppp2r3a,,protein phosphatase 2, regulatory subunit B'', alpha
Q9JK24,Ppp2r3c,4930511A21Rik|5730412A08Rik|G4-1|G5pr,protein phosphatase 2, regulatory subunit B'', gamma
Q6AXZ3,Ppp2r3c,RGD1309207,protein phosphatase 2, regulatory subunit B'', gamma
,TR555948,,
,TR589692,,
,TR616574,,
Q38DH1,Tb09.211.3350,,
,VC42247,,
,XT384443,,
,XT453282,,
,XT467237,,
B2GT25,Q803V3,ppp2r3c,zgc:55473,protein phosphatase 2, regulatory subunit B'', gamma
,AAC69038.1,,
,AAK77641.1,,
,AAT81184.1,,
Q17KN4,AaeL_AAEL001622,,
Q16L96,AaeL_AAEL012723,,
Q7PUQ2,AgaP_AGAP001103,AgaP_ENSANGG00000017984|ENSANGG00000017984,
,BF124326,,
,BF125171,,
,BF129331,,
,Bmb021317,,
,CA141832,,
,CA21500,,
,CI390005,,
Q24324,X2JAZ3,Dsor1,CG15793|D-MEK|D-MEK/Dsor|D-Mek|D-SOR|D-Sor|D-mek|D-sor|D-sor-1|DMEK-1|DRODSOR1|DSOR1|DSORT|DSor|DSor1|Dmek|DmelCG15793|Dsor|EK1-1|MAPKK|MEK|MEK/Dsor1|MEK1/2|Mek|SOR|Sor|Su(Raf)34B|dMEK|dSor|dSor1|dsor,Downstream of raf1
,ENSBTAP00000012764,,
,ENSBTAP00000014063,,
,ENSBTAP00000040179,,
,ENSBTAP00000042989,,
